wnba_player,wnba_link,wnba_id,season,wnba_season,league,nba_player1,nba_season,distance,league2,pred_class,nba_player2,distance2,nba_player3,distance3,nba_player4,distance4,nba_player5,distance5,nba_link1,nba_id1,nba_link2,nba_id2,nba_link3,nba_id3,nba_link4,nba_id4,nba_link5,nba_id5
Lauren Cox,/wnba/players/c/coxla01w.html,coxla01w,2021,2021,WNBA,Trendon Watford,2022,0.11291601193656872,NBA,6,Jalen Smith,0.32046492527653786,P.J. Washington,0.3334076968356642,Killian Tillie,0.33754331701261625,James Johnson,0.3579323626068802,/players/w/watfotr01.html,watfotr01,/players/s/smithja04.html,smithja04,/players/w/washipj01.html,washipj01,/players/t/tilliki02.html,tilliki02,/players/j/johnsja01.html,johnsja01
Julie Allemand,/wnba/players/a/allemju01w.html,allemju01w,2022,2022,WNBA,Saben Lee,2022,0.013628020046952264,NBA,3,Tomáš Satoranský,0.014616952378149221,Killian Hayes,0.03345792414427639,Joe Ingles,0.046052730293913983,Marcus Smart,0.05161671465429418,/players/l/leesa01.html,leesa01,/players/s/satorto01.html,satorto01,/players/h/hayeski01.html,hayeski01,/players/i/inglejo01.html,inglejo01,/players/s/smartma01.html,smartma01
Shakira Austin,/wnba/players/a/austish01w.html,austish01w,2022,2022,WNBA,Isaiah Stewart,2022,0.02251920946611446,NBA,1,Richaun Holmes,0.045933159895609484,Dwight Powell,0.06545190947937658,Mamadi Diakite,0.0942213982162278,Tristan Thompson,0.13140224895397948,/players/s/stewais01.html,stewais01,/players/h/holmeri01.html,holmeri01,/players/p/poweldw01.html,poweldw01,/players/d/diakima01.html,diakima01,/players/t/thomptr01.html,thomptr01
Lexie Brown,/wnba/players/b/brownle02w.html,brownle02w,2022,2022,WNBA,Amir Coffey,2022,0.11345398407916904,NBA,2,PJ Dozier,0.13685107575352065,Patrick Williams,0.13868383910110604,Justin Anderson,0.14145059541637742,Timothé Luwawu-Cabarrot,0.14758733946317945,/players/c/coffeam01.html,coffeam01,/players/d/doziepj01.html,doziepj01,/players/w/willipa01.html,willipa01,/players/a/anderju01.html,anderju01,/players/l/luwawti01.html,luwawti01
Kennedy Burke,/wnba/players/b/burkeke01w.html,burkeke01w,2022,2022,WNBA,Jose Alvarado,2022,0.016646626465250516,NBA,4,Juan Toscano-Anderson,0.1487902033720371,Chuma Okeke,0.2338341170971058,Jordan McLaughlin,0.23879579167860643,De'Anthony Melton,0.23995239538182075,/players/a/alvarjo01.html,alvarjo01,/players/t/toscaju01.html,toscaju01,/players/o/okekech01.html,okekech01,/players/m/mclaujo01.html,mclaujo01,/players/m/meltode01.html,meltode01
Veronica Burton,/wnba/players/b/burtove01w.html,burtove01w,2022,2022,WNBA,Alex Caruso,2022,0.0177407557589858,NBA,3,Dennis Smith Jr.,0.01774674529374929,Brandon Goodwin,0.06325495177128863,Saben Lee,0.0638780331241277,Tomáš Satoranský,0.08700305858253733,/players/c/carusal01.html,carusal01,/players/s/smithde03.html,smithde03,/players/g/goodwbr01.html,goodwbr01,/players/l/leesa01.html,leesa01,/players/s/satorto01.html,satorto01
DiJonai Carrington,/wnba/players/c/carridi01w.html,carridi01w,2022,2022,WNBA,Kenyon Martin Jr.,2022,8.864971949826769e-4,NBA,6,Javonte Green,0.0020278193017135575,Precious Achiuwa,0.0024079448052498967,Trey Lyles,0.003793100430349135,Olivier Sarr,0.004401990667482183,/players/m/martike04.html,martike04,/players/g/greenja02.html,greenja02,/players/a/achiupr01.html,achiupr01,/players/l/lylestr01.html,lylestr01,/players/s/sarrol01.html,sarrol01
Alysha Clark,/wnba/players/c/clarkal01w.html,clarkal01w,2022,2022,WNBA,Mychal Mulder,2022,0.0474753929059679,NBA,2,Ignas Brazdeikis,0.053716898591747414,Cameron Johnson,0.054601415574410304,Royce O'Neale,0.05484613740824639,Frank Jackson,0.055936515088963384,/players/m/muldemy01.html,muldemy01,/players/b/brazdig01.html,brazdig01,/players/j/johnsca02.html,johnsca02,/players/o/onealro01.html,onealro01,/players/j/jacksfr01.html,jacksfr01
Elena Delle Donne,/wnba/players/d/delleel01w.html,delleel01w,2022,2022,WNBA,Nikola Vučević,2022,0.04425761689977117,NBA,5,Jerami Grant,0.052026309975770055,Jaren Jackson Jr.,0.08081034684311407,Brook Lopez,0.08406001470072057,Karl-Anthony Towns,0.0867305150196064,/players/v/vucevni01.html,vucevni01,/players/g/grantje01.html,grantje01,/players/j/jacksja02.html,jacksja02,/players/l/lopezbr01.html,lopezbr01,/players/t/townska01.html,townska01
Queen Egbo,/wnba/players/e/egboqu01w.html,egboqu01w,2022,2022,WNBA,Day'Ron Sharpe,2022,0.010584083476762464,NBA,1,Bismack Biyombo,0.010844403062416148,Ivica Zubac,0.01213922490828097,Montrezl Harrell,0.016862521295823284,Nerlens Noel,0.031042850359203972,/players/s/sharpda01.html,sharpda01,/players/b/biyombi01.html,biyombi01,/players/z/zubaciv01.html,zubaciv01,/players/h/harremo01.html,harremo01,/players/n/noelne01.html,noelne01
Emily Engstler,/wnba/players/e/engstem01w.html,engstem01w,2022,2022,WNBA,Naz Reid,2022,0.09410008673142112,NBA,4,Chuma Okeke,0.0972853390047934,Mo Bamba,0.09881355406077028,Xavier Tillman Sr.,0.09949281907508983,Braxton Key,0.10391698346828733,/players/r/reidna01.html,reidna01,/players/o/okekech01.html,okekech01,/players/b/bambamo01.html,bambamo01,/players/t/tillmxa01.html,tillmxa01,/players/k/keybr01.html,keybr01
Dana Evans,/wnba/players/e/evansda02w.html,evansda02w,2022,2022,WNBA,Devonte' Graham,2022,0.023741758155932234,NBA,7,Théo Maledon,0.07023072662110261,Davion Mitchell,0.08909465903398205,Jaylen Nowell,0.13462107841737836,Jalen Suggs,0.15668573754716467,/players/g/grahade01.html,grahade01,/players/m/maledth01.html,maledth01,/players/m/mitchda01.html,mitchda01,/players/n/nowelja01.html,nowelja01,/players/s/suggsja01.html,suggsja01
Rebekah Gardner,/wnba/players/g/gardnre01w.html,gardnre01w,2022,2022,WNBA,Josh Green,2022,0.049022257376755064,NBA,6,Devin Vassell,0.10146600681942854,Obi Toppin,0.11270839844876891,Larry Nance Jr.,0.11274649924796816,Scottie Barnes,0.11412808146401274,/players/g/greenjo02.html,greenjo02,/players/v/vassede01.html,vassede01,/players/t/toppiob01.html,toppiob01,/players/n/nancela02.html,nancela02,/players/b/barnesc01.html,barnesc01
Destanni Henderson,/wnba/players/h/hendede01w.html,hendede01w,2022,2022,WNBA,Tre Jones,2022,0.008961280540889675,NBA,3,D.J. Augustin,0.009416218230834958,Raul Neto,0.010361664869879222,Rajon Rondo,0.013273277074564428,Garrison Mathews,0.01451086536438204,/players/j/jonestr01.html,jonestr01,/players/a/augusdj01.html,augusdj01,/players/n/netora01.html,netora01,/players/r/rondora01.html,rondora01,/players/m/mathega01.html,mathega01
Naz Hillmon,/wnba/players/h/hillmna01w.html,hillmna01w,2022,2022,WNBA,DeAndre' Bembry,2022,0.013301905767059133,NBA,6,Dewayne Dedmon,0.1173585930561779,Jaxson Hayes,0.12884527793286893,Jeff Green,0.1388139324046891,Jeremy Lamb,0.1431425760570702,/players/b/bembrde01.html,bembrde01,/players/d/dedmode01.html,dedmode01,/players/h/hayesja02.html,hayesja02,/players/g/greenje02.html,greenje02,/players/l/lambje01.html,lambje01
Rhyne Howard,/wnba/players/h/howarrh01w.html,howarrh01w,2022,2022,WNBA,Cam Reddish,2022,0.145796369753716,NBA,3,Terrence Ross,0.19901664474833147,Josh Richardson,0.2063482260721411,Ayo Dosunmu,0.26318025923230093,Georgios Kalaitzakis,0.26772133668970327,/players/r/reddica01.html,reddica01,/players/r/rosste01.html,rosste01,/players/r/richajo01.html,richajo01,/players/d/dosunay01.html,dosunay01,/players/k/kalaige01.html,kalaige01
Marine Johannes,/wnba/players/j/johanma01w.html,johanma01w,2022,2022,WNBA,Cameron Payne,2022,0.14065999831347703,NBA,3,Jrue Holiday,0.14989315255768343,Mike Conley,0.171023610991613,Shake Milton,0.18350562463844863,Ayo Dosunmu,0.18807312940987708,/players/p/payneca01.html,payneca01,/players/h/holidjr01.html,holidjr01,/players/c/conlemi01.html,conlemi01,/players/m/miltosh01.html,miltosh01,/players/d/dosunay01.html,dosunay01
Awak Kuier,/wnba/players/k/kuieraw01w.html,kuieraw01w,2022,2022,WNBA,Thaddeus Young,2022,3.892390859076526e-4,NBA,4,Al Horford,4.963223640126368e-4,Patrick Beverley,0.0015695694474649716,Andre Iguodala,0.001609874511100936,Myles Turner,0.0016314218856451686,/players/y/youngth01.html,youngth01,/players/h/horfoal01.html,horfoal01,/players/b/beverpa01.html,beverpa01,/players/i/iguodan01.html,iguodan01,/players/t/turnemy01.html,turnemy01
Rui Machida,/wnba/players/m/machiru01w.html,machiru01w,2022,2022,WNBA,Joe Ingles,2022,0.009819299750281878,NBA,3,Rajon Rondo,0.010883757044630144,Marcus Smart,0.016597851124943896,Killian Hayes,0.018568398961579868,Tre Jones,0.021583961600092415,/players/i/inglejo01.html,inglejo01,/players/r/rondora01.html,rondora01,/players/s/smartma01.html,smartma01,/players/h/hayeski01.html,hayeski01,/players/j/jonestr01.html,jonestr01
Emma Meesseman,/wnba/players/m/meessem01w.html,meessem01w,2022,2022,WNBA,Chris Boucher,2022,0.08694203799795396,NBA,4,Wendell Carter Jr.,0.09541490104428972,Goga Bitadze,0.10866864171058686,Otto Porter Jr.,0.11224975973113265,Danny Green,0.11456644988646095,/players/b/bouchch01.html,bouchch01,/players/c/cartewe01.html,cartewe01,/players/b/bitadgo01.html,bitadgo01,/players/p/porteot01.html,porteot01,/players/g/greenda02.html,greenda02
Nikolina Milic,/wnba/players/m/milicni01w.html,milicni01w,2022,2022,WNBA,Obi Toppin,2022,0.062024044664930326,NBA,6,Chimezie Metu,0.0631082501520584,Herbert Jones,0.07057996086340965,Isaiah Roby,0.07104489574689922,Larry Nance Jr.,0.08156412946302087,/players/t/toppiob01.html,toppiob01,/players/m/metuch01.html,metuch01,/players/j/joneshe01.html,joneshe01,/players/r/robyis01.html,robyis01,/players/n/nancela02.html,nancela02
Iliana Rupert,/wnba/players/r/ruperil01w.html,ruperil01w,2022,2022,WNBA,Dean Wade,2022,0.005252277318653877,NBA,2,Pat Connaughton,0.00614394349434639,Sterling Brown,0.006978043502467779,Joe Harris,0.007856976460358753,Trey Murphy III,0.00852727170701554,/players/w/wadede01.html,wadede01,/players/c/connapa01.html,connapa01,/players/b/brownst02.html,brownst02,/players/h/harrijo01.html,harrijo01,/players/m/murphtr02.html,murphtr02
Alanna Smith,/wnba/players/s/smithal01w.html,smithal01w,2022,2022,WNBA,Andre Iguodala,2022,4.0901329445141384e-4,NBA,4,Myles Turner,4.289119655869396e-4,Draymond Green,4.309463519836345e-4,Al Horford,7.062891269561355e-4,Thaddeus Young,8.567764308504023e-4,/players/i/iguodan01.html,iguodan01,/players/t/turnemy01.html,turnemy01,/players/g/greendr01.html,greendr01,/players/h/horfoal01.html,horfoal01,/players/y/youngth01.html,youngth01
NaLyssa Smith,/wnba/players/s/smithna01w.html,smithna01w,2022,2022,WNBA,Luka Garza,2022,0.025277210215254697,NBA,6,John Collins,0.02632145851513521,Carmelo Anthony,0.027240864426121177,Josh Jackson,0.027341723113248936,Jalen McDaniels,0.027545697456121256,/players/g/garzalu01.html,garzalu01,/players/c/collijo01.html,collijo01,/players/a/anthoca01.html,anthoca01,/players/j/jacksjo02.html,jacksjo02,/players/m/mcdanja01.html,mcdanja01
Alyssa Thomas,/wnba/players/t/thomaal01w.html,thomaal01w,2022,2022,WNBA,Thaddeus Young,2022,0.001233450991480093,NBA,4,Al Horford,0.0012576096904287058,Andre Iguodala,0.001336782472122895,Myles Turner,0.0013586397818301358,Draymond Green,0.0013603481912824538,/players/y/youngth01.html,youngth01,/players/h/horfoal01.html,horfoal01,/players/i/iguodan01.html,iguodan01,/players/t/turnemy01.html,turnemy01,/players/g/greendr01.html,greendr01
Kristy Wallace,/wnba/players/w/wallakr01w.html,wallakr01w,2022,2022,WNBA,Malachi Flynn,2022,0.05427404538668738,NBA,3,Talen Horton-Tucker,0.058726933688807055,Josh Christopher,0.07493722367222509,Keon Johnson,0.10144580511972373,Seth Curry,0.11368909158555084,/players/f/flynnma01.html,flynnma01,/players/h/hortota01.html,hortota01,/players/c/chrisjo01.html,chrisjo01,/players/j/johnske07.html,johnske07,/players/c/curryse01.html,curryse01
Gabby Williams,/wnba/players/w/williga01w.html,williga01w,2022,2022,WNBA,Kyle Anderson,2022,0.03751916907133197,NBA,4,Naz Reid,0.03800494084242018,Zach Collins,0.03974431665736451,Mike Muscala,0.04061037814151152,Braxton Key,0.043355717641511304,/players/a/anderky01.html,anderky01,/players/r/reidna01.html,reidna01,/players/c/colliza01.html,colliza01,/players/m/muscami01.html,muscami01,/players/k/keybr01.html,keybr01
Han Xu,/wnba/players/x/xuha01w.html,xuha01w,2022,2022,WNBA,Jonas Valančiūnas,2022,0.04963461904952065,NBA,6,Bobby Portis,0.1135766600030533,Reggie Perry,0.14401536591336656,Scottie Barnes,0.19704623022129558,Josh Green,0.2364210424247037,/players/v/valanjo01.html,valanjo01,/players/p/portibo01.html,portibo01,/players/p/perryre01.html,perryre01,/players/b/barnesc01.html,barnesc01,/players/g/greenjo02.html,greenjo02
Evina Westbrook,/wnba/players/w/westbev01w.html,westbev01w,2022,2022,WNBA,Thaddeus Young,2022,0.001005475858949957,NBA,4,Al Horford,0.0011333441320179774,Patrick Beverley,0.001989461714393251,Andre Iguodala,0.002246405044705151,Myles Turner,0.0022682986285344872,/players/y/youngth01.html,youngth01,/players/h/horfoal01.html,horfoal01,/players/b/beverpa01.html,beverpa01,/players/i/iguodan01.html,iguodan01,/players/t/turnemy01.html,turnemy01
AD Durr,/wnba/players/d/durras01w.html,durras01w,2022,2022,WNBA,Fred VanVleet,2022,0.039242699626224134,NBA,7,Anfernee Simons,0.03956470635111182,Dennis Schröder,0.052165210059855416,Brandon Williams,0.07798934630818509,Bones Hyland,0.0905055134560563,/players/v/vanvlfr01.html,vanvlfr01,/players/s/simonan01.html,simonan01,/players/s/schrode01.html,schrode01,/players/w/willibr03.html,willibr03,/players/h/hylanbo01.html,hylanbo01
